"index_in_split"	"public_essay_id"	"public_prompt_id"	"public_user_id"	"L1"	"version"	"split"	"noop"	"n.edits"	"auto_cefr"	"human_cefr"
26	"essay_2a18c8cc9603d260"	"prompt_6e0152cf70e42a3a"	"user_1775c1f82609017a"	"Vietnamese"	"final"	"train"	FALSE	16	"A2+"	"A2"
27	"essay_70d140111e6e4f63"	"prompt_58852905890136d4"	"user_e48ee201eb41c367"	"Portuguese"	"final"	"train"	FALSE	20	"B2"	"B1+"
28	"essay_f1e056f358ea7e72"	"prompt_82f61f70f00cce70"	"user_63b1587f47437e66"	"Turkish"	"final"	"train"	FALSE	37	"B1+"	"A2+"
29	"essay_a162eaa8c2c4d6d5"	"prompt_2865cfff040b541d"	"user_5826c9bcebaacb7a"	"Thai"	"final"	"train"	FALSE	34	"B2"	"B2"
30	"essay_5bb40a11415acb2b"	"prompt_91626718bd3e657e"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	7	"B1"	"A2+"
31	"essay_df3a0f4a22288176"	"prompt_305b51299790d8a8"	"user_30e107f263a61611"	"Japanese"	"final"	"train"	FALSE	11	"B2+"	"B1+"
32	"essay_b38e3f1dce3388ea"	"prompt_7fb0941f7b739572"	"user_4610dee3b9717c88"	"Spanish"	"final"	"train"	FALSE	13	"B1"	"A1+"
33	"essay_7b98bb44a8e49fce"	"prompt_49f744b86a7de069"	"user_1775c1f82609017a"	"Vietnamese"	"final"	"train"	FALSE	18	"A2+"	"A1+"
34	"essay_006f8755fac8bc73"	"prompt_e3b16d9c3c7b3cc8"	"user_1775c1f82609017a"	"Vietnamese"	"final"	"train"	FALSE	8	"A2+"	"A2"
35	"essay_327875b5bffdcd3f"	"prompt_e4c497f7613dcf8a"	"user_6e932f51e9ba2869"	"Italian"	"final"	"train"	FALSE	5	"B2"	"B1+"
36	"essay_f69b056d4c16c9ed"	"prompt_2ef4e350c1009968"	"user_1775c1f82609017a"	"Vietnamese"	"final"	"train"	FALSE	13	"A2+"	"A2"
37	"essay_09dec39c2e089011"	"prompt_719435a48902a4b5"	"user_1775c1f82609017a"	"Vietnamese"	"final"	"train"	FALSE	12	"A2"	"A2"
38	"essay_c62ec80cd759c8c8"	"prompt_6305e66e9a1bd3db"	"user_4610dee3b9717c88"	"Spanish"	"final"	"train"	FALSE	15	"B1+"	"A2+"
39	"essay_98253b851eeb1725"	"prompt_6e0152cf70e42a3a"	"user_4610dee3b9717c88"	"Spanish"	"final"	"train"	FALSE	13	"B1"	"A2+"
40	"essay_1b6f5a6489875b88"	"prompt_30d627bea13ce859"	"user_82d94e431e773e68"	"Hindi"	"final"	"train"	FALSE	26	"C1"	"B2"
41	"essay_36595dfa3c1ae0d1"	"prompt_79d7b6720d30aa96"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	16	"A2+"	"A2+"
42	"essay_6525187f4e9ce0d3"	"prompt_a48191f7b89e3523"	"user_580797e77d09c9b7"	"German"	"final"	"train"	FALSE	28	"B1"	"A2+"
43	"essay_a964e30cf62a8e5b"	"prompt_49f744b86a7de069"	"user_4610dee3b9717c88"	"Spanish"	"final"	"train"	FALSE	4	"A2+"	"A2"
44	"essay_93165cadbbdef2a6"	"prompt_58b9f5f522c0a1ba"	"user_1a1358a9ec37dc4f"	"Spanish"	"final"	"train"	FALSE	15	"B2+"	"B1+"
45	"essay_93e833ab1d3a4465"	"prompt_e3b16d9c3c7b3cc8"	"user_4610dee3b9717c88"	"Spanish"	"final"	"train"	FALSE	4	"A2+"	"A2+"
46	"essay_a849145fb19956e5"	"prompt_58852905890136d4"	"user_6e932f51e9ba2869"	"Italian"	"final"	"train"	FALSE	25	"B2"	"B1+"
47	"essay_0abf8d8b2bfb57bd"	"prompt_82f61f70f00cce70"	"user_a39b0a5fb4a17bba"	"Turkish"	"final"	"train"	FALSE	19	"C2"	"B2"
48	"essay_db8419ce99e07db5"	"prompt_49f744b86a7de069"	"user_e3ffa19b436699ce"	"Dutch"	"final"	"train"	FALSE	5	"B1"	"B1"
49	"essay_2397840153ae2ca6"	"prompt_91626718bd3e657e"	"user_de6de921b320d545"	"Spanish"	"final"	"train"	FALSE	5	"B1"	"A2+"
50	"essay_ba9224e3086ff1dd"	"prompt_e4c497f7613dcf8a"	"user_6c60e1544c3d7807"	"Arabic"	"final"	"train"	FALSE	58	"B1+"	"A2+"
51	"essay_2eef056f491a03e9"	"prompt_7fb0941f7b739572"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	1	"A2+"	"A2+"
52	"essay_a156b399ce1bfece"	"prompt_40037060180c75db"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	7	"A2+"	"A2+"
53	"essay_2d4cd6037e7fe996"	"prompt_2ef4e350c1009968"	"user_04b784f208eadf5c"	"Dutch"	"final"	"train"	TRUE	0	"A2+"	"A2+"
54	"essay_34f2e324c70000ae"	"prompt_91626718bd3e657e"	"user_a1543e1377c34be6"	"Arabic"	"final"	"train"	FALSE	16	"B1"	"A2+"
55	"essay_93ff9b452cb1b198"	"prompt_58852905890136d4"	"user_6c60e1544c3d7807"	"Arabic"	"final"	"train"	FALSE	48	"B2"	"B1"
56	"essay_cd2ca4add9d9aa84"	"prompt_98e191fa5bded725"	"user_04b784f208eadf5c"	"Dutch"	"final"	"train"	FALSE	1	"B1"	"B1+"
57	"essay_6566cf0e73ed8182"	"prompt_82f61f70f00cce70"	"user_5bf7d61374db6649"	"German"	"final"	"train"	FALSE	31	"B1+"	"B1+"
58	"essay_6b9d1e18c3a641db"	"prompt_de206ba1795e8dc5"	"user_79b0f40c5e557095"	"Japanese"	"final"	"train"	FALSE	12	"B2+"	"B2"
59	"essay_1bc5f7c854dffe13"	"prompt_de206ba1795e8dc5"	"user_396171f1c1a1d8fa"	"German"	"final"	"train"	FALSE	14	"B2"	"B1+"
60	"essay_7263adb48871f157"	"prompt_4671630d1fa03592"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	2	"A2+"	"A2+"
61	"essay_5dbf21b2b9538570"	"prompt_e3b16d9c3c7b3cc8"	"user_e03d332f4dd621e1"	"Spanish"	"final"	"train"	FALSE	5	"B1"	"B1+"
62	"essay_491d686bc353d3b9"	"prompt_91626718bd3e657e"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	5	"B1"	"B1"
63	"essay_4a7a8fe67d5fbacb"	"prompt_79d7b6720d30aa96"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	2	"B2"	"B1+"
64	"essay_2e530c57cd58cbf6"	"prompt_6e0152cf70e42a3a"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	7	"B1+"	"A2+"
65	"essay_8980c9abf59513b0"	"prompt_179938ed5e90b50a"	"user_6e932f51e9ba2869"	"Italian"	"final"	"train"	FALSE	7	"B2+"	"B2"
66	"essay_a5b90b0d86e56f6f"	"prompt_4671630d1fa03592"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	1	"B1"	"B1"
67	"essay_029d573ac13da688"	"prompt_7fb0941f7b739572"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	9	"B1+"	"B1"
68	"essay_e08c7e1d240806f1"	"prompt_58b9f5f522c0a1ba"	"user_79b0f40c5e557095"	"Japanese"	"final"	"train"	FALSE	30	"C1+"	"B1+"
69	"essay_c5b58fdcad20e3e7"	"prompt_40037060180c75db"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	4	"A2+"	"A2+"
70	"essay_efaf0cdc0fb683e0"	"prompt_6e0152cf70e42a3a"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	8	"B2"	"B1+"
71	"essay_4b7fbb80eda8f7ca"	"prompt_e4c497f7613dcf8a"	"user_67f16ac28e1c26ab"	"Arabic"	"final"	"train"	FALSE	27	"B2"	"B1+"
72	"essay_e142296880c7b1da"	"prompt_6305e66e9a1bd3db"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	3	"B2"	"B2"
73	"essay_0e85022d7460e22e"	"prompt_179938ed5e90b50a"	"user_6c60e1544c3d7807"	"Arabic"	"final"	"train"	FALSE	55	"B1+"	"A2+"
74	"essay_3dc552d7fe37c2fb"	"prompt_d3e35405e2378ac9"	"user_79b0f40c5e557095"	"Japanese"	"final"	"train"	FALSE	10	"C1+"	"B2"
75	"essay_c57eda4964d11930"	"prompt_49f744b86a7de069"	"user_29447e6c905ccffe"	"Spanish"	"final"	"train"	FALSE	7	"B1"	"A2+"
76	"essay_946a221f645b89f3"	"prompt_49f744b86a7de069"	"user_9d0bea4e137cbe16"	"German"	"final"	"train"	FALSE	2	"A2"	"A2+"
77	"essay_54104b0410cf58d0"	"prompt_6305e66e9a1bd3db"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	8	"A2+"	"B1"
78	"essay_9d238dbd5056e1bc"	"prompt_58852905890136d4"	"user_8e79bfbfce28d2d9"	"Italian"	"final"	"train"	FALSE	37	"B1"	"B1+"
79	"essay_29b43e7908680c43"	"prompt_046678dfe42e3068"	"user_988d09923a575616"	"Hindi"	"final"	"train"	FALSE	33	"B1"	"B1+"
80	"essay_394a35aac774345c"	"prompt_13020c2a757e39d5"	"user_951184840a8ea8a9"	"Hindi"	"final"	"train"	FALSE	14	"C1"	"B2"
81	"essay_a89c3b03dc8b6035"	"prompt_de206ba1795e8dc5"	"user_5bf7d61374db6649"	"German"	"final"	"train"	FALSE	21	"B1+"	"B1+"
82	"essay_8f71acc88ab465bb"	"prompt_6e0152cf70e42a3a"	"user_309b69e23ff98c19"	"Dutch"	"final"	"train"	FALSE	19	"B2+"	"A2+"
83	"essay_7a2b4b14e4757283"	"prompt_49f744b86a7de069"	"user_13cb72309bd59650"	"Japanese"	"final"	"train"	FALSE	10	"A2"	"A2"
84	"essay_3bd7d2fb0a4fdc6f"	"prompt_6e0152cf70e42a3a"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	7	"B1"	"B1"
85	"essay_ea9dee1f7ade691c"	"prompt_9975b4bd24cfacd8"	"user_43c0104f9da00e06"	"Spanish"	"final"	"train"	FALSE	21	"B1+"	"B1+"
86	"essay_c717959c177a23ae"	"prompt_6305e66e9a1bd3db"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	20	"B1+"	"B1"
87	"essay_db7baf4dd59e49a7"	"prompt_79d7b6720d30aa96"	"user_d587b9636af2975e"	"Portuguese"	"final"	"train"	FALSE	25	"B1+"	"A2+"
88	"essay_07c291b97bc8cf5a"	"prompt_6305e66e9a1bd3db"	"user_309b69e23ff98c19"	"Dutch"	"final"	"train"	FALSE	29	"B1"	"B1"
89	"essay_8c89eed99fea3bdf"	"prompt_e3b16d9c3c7b3cc8"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	7	"A2"	"A2+"
90	"essay_117bb94b635cee91"	"prompt_2ef4e350c1009968"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	11	"A2+"	"A2"
91	"essay_847efaaefc2ae835"	"prompt_046678dfe42e3068"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	37	"B1+"	"B1"
92	"essay_3717359e077cf14d"	"prompt_e4c497f7613dcf8a"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	23	"B1+"	"B1"
93	"essay_c2ae524f98afc438"	"prompt_6d735aae1b87fea9"	"user_67f16ac28e1c26ab"	"Arabic"	"final"	"train"	FALSE	44	"B1+"	"A2+"
94	"essay_0b38c8dde96d29dc"	"prompt_91626718bd3e657e"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	13	"B2"	"B1"
95	"essay_64103cb3cb5987cd"	"prompt_1a893b704d9d98d4"	"user_917236f9aec8ca4f"	"Czech"	"final"	"train"	FALSE	15	"B2"	"C1"
96	"essay_591bbbc680fa9e2d"	"prompt_6d735aae1b87fea9"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	24	"B1+"	"B2"
97	"essay_ecedf71e96c41b5e"	"prompt_7fb0941f7b739572"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	12	"B1"	"A2+"
98	"essay_dd7d042f1a52fe36"	"prompt_79d7b6720d30aa96"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	4	"B1+"	"A2+"
99	"essay_d99da6d076c56e26"	"prompt_e4c497f7613dcf8a"	"user_6ce7e27a05893051"	"Italian"	"final"	"train"	FALSE	5	"B2+"	"B2"
100	"essay_1317bf65eec39ca2"	"prompt_9975b4bd24cfacd8"	"user_6ce7e27a05893051"	"Italian"	"final"	"train"	FALSE	32	"C2+"	"B1+"
101	"essay_9b7e6260fdfac181"	"prompt_58852905890136d4"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	31	"B1+"	"A2+"
102	"essay_2d17c861c46f2549"	"prompt_046678dfe42e3068"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	27	"B2"	"B1+"
103	"essay_3d0e7b4eb60b37aa"	"prompt_6e0152cf70e42a3a"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	6	"B1+"	"B1"
104	"essay_b31816eefa07b04e"	"prompt_1a893b704d9d98d4"	"user_2e3a93eb5b9339be"	"Arabic"	"final"	"train"	FALSE	16	"C1+"	"C1"
105	"essay_7c0a11bff8e057ca"	"prompt_6e0152cf70e42a3a"	"user_5b1d6d16eb86a2ce"	"Spanish"	"final"	"train"	FALSE	8	"A2+"	"A2+"
106	"essay_ee9a4b3f2b019e04"	"prompt_4671630d1fa03592"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	2	"A2+"	"A2"
107	"essay_1799fe54060cc12b"	"prompt_4671630d1fa03592"	"user_309b69e23ff98c19"	"Dutch"	"final"	"train"	FALSE	7	"B1+"	"A2"
108	"essay_a1af732bc2edd7a8"	"prompt_79d7b6720d30aa96"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	18	"A2+"	"A2+"
109	"essay_d65018d25b2e86e2"	"prompt_6d735aae1b87fea9"	"user_0332f768f552f37a"	"Romanian"	"final"	"train"	FALSE	39	"B1"	"B1+"
110	"essay_3e3c6af63275de03"	"prompt_9975b4bd24cfacd8"	"user_0332f768f552f37a"	"Romanian"	"final"	"train"	FALSE	16	"B2"	"B1+"
111	"essay_d4dbb57e27d30429"	"prompt_13020c2a757e39d5"	"user_6c60e1544c3d7807"	"Arabic"	"final"	"train"	FALSE	45	"B1"	"B1"
112	"essay_b9241ae243efa00d"	"prompt_9975b4bd24cfacd8"	"user_f7bfe160a2be2454"	"Italian"	"final"	"train"	FALSE	17	"B2+"	"B1+"
113	"essay_286624e65178ba80"	"prompt_13020c2a757e39d5"	"user_b1149511adb1928a"	"Arabic"	"final"	"train"	FALSE	28	"B2+"	"B1+"
114	"essay_4d799ec67c6fab37"	"prompt_179938ed5e90b50a"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	20	"B1"	"B1+"
115	"essay_fe44154c5aa40b57"	"prompt_82f61f70f00cce70"	"user_b1149511adb1928a"	"Arabic"	"final"	"train"	FALSE	23	"B1+"	"B1+"
116	"essay_72cfb53fb5e1efcc"	"prompt_a3271cf10d32656b"	"user_b1149511adb1928a"	"Arabic"	"final"	"train"	FALSE	42	"B2+"	"B1+"
117	"essay_f40aefc65e7233e5"	"prompt_d3e35405e2378ac9"	"user_d7febe8b30024be6"	"Romanian"	"final"	"train"	FALSE	30	"B2"	"B1+"
118	"essay_e8074697d254ac4b"	"prompt_305b51299790d8a8"	"user_b1149511adb1928a"	"Arabic"	"final"	"train"	FALSE	20	"B2"	"B1+"
119	"essay_97af63df7f07b6c2"	"prompt_de206ba1795e8dc5"	"user_6c60e1544c3d7807"	"Arabic"	"final"	"train"	FALSE	33	"A2+"	"A2+"
120	"essay_21823f3c124be292"	"prompt_7fb0941f7b739572"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	4	"B1"	"B1"
121	"essay_113001d236325ec9"	"prompt_49f744b86a7de069"	"user_309b69e23ff98c19"	"Dutch"	"final"	"train"	FALSE	7	"A2+"	"A2"
122	"essay_997f8160fb828e6a"	"prompt_58b9f5f522c0a1ba"	"user_6c60e1544c3d7807"	"Arabic"	"final"	"train"	FALSE	55	"B1+"	"B1"
123	"essay_d3eef020070b590a"	"prompt_13020c2a757e39d5"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	24	"A2+"	"B1+"
124	"essay_d83ef77426f8335a"	"prompt_e3b16d9c3c7b3cc8"	"user_309b69e23ff98c19"	"Dutch"	"final"	"train"	FALSE	27	"B1"	"A2+"
125	"essay_a56ac566176d48d5"	"prompt_de206ba1795e8dc5"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	21	"B1+"	"B1+"
126	"essay_40161ddb57d6adbc"	"prompt_58b9f5f522c0a1ba"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	26	"B2"	"B1"
127	"essay_ae994ade54f46b25"	"prompt_d3e35405e2378ac9"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	16	"B1+"	"B1+"
128	"essay_2820edc871fa241b"	"prompt_9975b4bd24cfacd8"	"user_5b1d6d16eb86a2ce"	"Spanish"	"final"	"train"	FALSE	34	"A2+"	"B1+"
129	"essay_972264729e75c269"	"prompt_719435a48902a4b5"	"user_309b69e23ff98c19"	"Dutch"	"final"	"train"	FALSE	20	"B1+"	"B1"
130	"essay_c502d229748fc3e2"	"prompt_58b9f5f522c0a1ba"	"user_6e932f51e9ba2869"	"Italian"	"final"	"train"	FALSE	3	"B2+"	"B2"
131	"essay_95ff99ac5311eb07"	"prompt_de206ba1795e8dc5"	"user_6e932f51e9ba2869"	"Italian"	"final"	"train"	FALSE	7	"B2+"	"B1+"
132	"essay_0ae4fd2bd70a998e"	"prompt_a48191f7b89e3523"	"user_6e932f51e9ba2869"	"Italian"	"final"	"train"	FALSE	10	"C1"	"B2"
133	"essay_edeb3e9165e37bd6"	"prompt_1a893b704d9d98d4"	"user_d65244104a5c79c6"	"German"	"final"	"train"	FALSE	23	"C1"	"B2+"
134	"essay_5d9de8959c69e17a"	"prompt_d3e35405e2378ac9"	"user_b07cd7e3e82ecbcb"	"Romanian"	"final"	"train"	FALSE	11	"B1+"	"B1+"
135	"essay_9dd0102b6a3ce7e5"	"prompt_a3271cf10d32656b"	"user_23aea986de7847ee"	"Japanese"	"final"	"train"	FALSE	25	"B2"	"B1+"
136	"essay_dd1b7f11527fef9d"	"prompt_4671630d1fa03592"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	3	"A2+"	"A2"
137	"essay_a0bac0c6adc70304"	"prompt_6e0152cf70e42a3a"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	5	"B1"	"B1"
138	"essay_fe091738ac68e436"	"prompt_40037060180c75db"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	2	"A2+"	"A2+"
139	"essay_2306efd008e154c8"	"prompt_4671630d1fa03592"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	2	"A2+"	"A2+"
140	"essay_ee0eb06693f08851"	"prompt_91626718bd3e657e"	"user_99ea8e2674631ed6"	"Chinese"	"final"	"train"	FALSE	17	"B2"	"B1"
141	"essay_90d80bad01ffd57f"	"prompt_6305e66e9a1bd3db"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	9	"B1+"	"B1"
142	"essay_c262e9f3c2b84347"	"prompt_6d735aae1b87fea9"	"user_0551656b7dacb6d7"	"Spanish"	"final"	"train"	FALSE	36	"B1+"	"B1"
143	"essay_422805de197345d2"	"prompt_13020c2a757e39d5"	"user_f7bfe160a2be2454"	"Italian"	"final"	"train"	FALSE	15	"B2"	"B2"
144	"essay_2627d817897f9c6d"	"prompt_a3271cf10d32656b"	"user_f7bfe160a2be2454"	"Italian"	"final"	"train"	FALSE	29	"B2+"	"B1+"
145	"essay_bb4bb2a80ca31696"	"prompt_82f61f70f00cce70"	"user_f7bfe160a2be2454"	"Italian"	"final"	"train"	FALSE	39	"B1+"	"B1+"
146	"essay_87abd40071a9199d"	"prompt_91626718bd3e657e"	"user_8527a0a64d4d23fd"	"Thai"	"final"	"train"	FALSE	15	"B1+"	"B1+"
147	"essay_6e808ecc10fc484d"	"prompt_79d7b6720d30aa96"	"user_99ea8e2674631ed6"	"Chinese"	"final"	"train"	FALSE	9	"C1"	"B2"
148	"essay_686c9f7d38af8e0d"	"prompt_1a893b704d9d98d4"	"user_d587b9636af2975e"	"Portuguese"	"final"	"train"	FALSE	48	"B2"	"B1+"
149	"essay_86ac9e6977499e47"	"prompt_6e0152cf70e42a3a"	"user_71ee19c1ac6f7ca0"	"Vietnamese"	"final"	"train"	FALSE	1	"B1+"	"B1"
150	"essay_d6102684641d64b5"	"prompt_e4c497f7613dcf8a"	"user_988d09923a575616"	"Hindi"	"final"	"train"	FALSE	26	"B2"	"B2"
151	"essay_2cac42387f423031"	"prompt_9975b4bd24cfacd8"	"user_67f16ac28e1c26ab"	"Arabic"	"final"	"train"	FALSE	22	"B2"	"B2"
152	"essay_37858f864f2709e1"	"prompt_7fb0941f7b739572"	"user_99ea8e2674631ed6"	"Chinese"	"final"	"train"	FALSE	4	"B2+"	"B2"
153	"essay_a6372d671da4d96b"	"prompt_40037060180c75db"	"user_99ea8e2674631ed6"	"Chinese"	"final"	"train"	FALSE	3	"A2+"	"B1+"
154	"essay_963f2166b9d21cb8"	"prompt_91626718bd3e657e"	"user_d587b9636af2975e"	"Portuguese"	"final"	"train"	FALSE	7	"B1+"	"B1"
155	"essay_a85c03a7c6e486ca"	"prompt_6305e66e9a1bd3db"	"user_39f16c41d49d186a"	"Spanish"	"final"	"train"	FALSE	5	"B1+"	"B1"
156	"essay_9b6fbad364da7c42"	"prompt_79d7b6720d30aa96"	"user_8527a0a64d4d23fd"	"Thai"	"final"	"train"	FALSE	13	"B1+"	"A2+"
157	"essay_9e00a8040f4f8096"	"prompt_e404501e9bbbc094"	"user_81175b8d5e73019a"	"German"	"final"	"train"	FALSE	11	"C2+"	"C1"
158	"essay_bd8e433acf0314ab"	"prompt_1a893b704d9d98d4"	"user_81175b8d5e73019a"	"German"	"final"	"train"	FALSE	18	"C1"	"B2+"
159	"essay_5addb30ba1ada387"	"prompt_40037060180c75db"	"user_c493c9711bbf8514"	"Spanish"	"final"	"train"	FALSE	2	"A2+"	"A2+"
160	"essay_9ee9b320d03c178c"	"prompt_179938ed5e90b50a"	"user_309b69e23ff98c19"	"Dutch"	"final"	"train"	FALSE	35	"B2"	"B2"
161	"essay_221109723b0ef1e6"	"prompt_91626718bd3e657e"	"user_73a996108410cdc2"	"Portuguese"	"final"	"train"	FALSE	6	"A2+"	"B1"
162	"essay_ff1bc97eed600e34"	"prompt_2865cfff040b541d"	"user_75a128ba656ae016"	"Dutch"	"final"	"train"	FALSE	9	"C1+"	"C1"
163	"essay_42b3c8ec095b2ef1"	"prompt_79d7b6720d30aa96"	"user_01830be73401b13f"	"Czech"	"final"	"train"	FALSE	6	"B1+"	"B1"
